seq,red_raw,ir_raw,red_fir,ir_fir
23491,-40376,-24699,-17452.715478,104.605105
23492,-40374,-24701,-17456.027291,-10684.625697
23493,-40381,-24703,-17460.608169,-10687.834326
23494,-40381,-24705,-17466.189118,95.184211
23495,-40382,-24707,-17472.432303,-10696.034842
23496,-40393,-24712,-17478.971577,-10700.500589
23497,-40395,-24715,-17485.460187,82.045553
23498,-40396,-24715,-17491.613444,-10708.903501
23499,-40406,-24719,-17497.247068,-10712.495300
23500,-40409,-24718,-17502.305153,71.307290
23501,-40412,-24716,-17506.865488,-10718.281485
23502,-40419,-24723,-17511.127020,-10720.709104
23503,-40417,-24726,-17515.375534,63.783639
23504,-40412,-24728,-17519.928622,-10725.797364
23505,-40407,-24729,-17525.070452,-10728.998061
23506,-40385,-24713,-17530.984508,53.981915
23507,-40357,-24695,-17537.689016,-10737.657391
23508,-40325,-24675,-17544.992924,-10743.124007
23509,-40286,-24650,-17552.477160,37.835271
23510,-40257,-24628,-17559.505434,-10755.064741
23511,-40232,-24604,-17565.270881,-10760.520230
23512,-40209,-24581,-17568.871641,22.158066
23513,-40197,-24570,-17569.407579,-10767.022550
23514,-40185,-24562,-17566.091078,-10766.667092
23515,-40181,-24555,-17558.352465,23.769722
23516,-40190,-24558,-17545.929189,-10756.091518
23517,-40186,-24558,-17528.929705,-10745.461357
23518,-40192,-24552,-17507.853158,55.433571
23519,-40208,-24559,-17483.568867,-10714.647129
23520,-40206,-24570,-17457.256734,-10695.772897
23521,-40211,-24569,-17430.304611,111.067236
23522,-40224,-24580,-17404.185203,-10655.946191
23523,-40225,-24587,-17380.323135,-10637.210309
23524,-40235,-24588,-17359.961077,166.248324
23525,-40257,-24598,-17344.049982,-10607.130187
23526,-40256,-24602,-17333.172701,-10597.214474
23527,-40259,-24597,-17327.501450,195.710532
