seq,red_raw,ir_raw,red_fir,ir_fir
819,-464966,-465052,-174.358359,-175.301094
820,-464968,-465043,-201354.734375,-201387.328125
821,-464966,-465034,-201354.625000,-201387.843750
822,-464955,-465039,-173.889609,-176.863594
823,-464960,-465034,-201354.859375,-201389.265625
824,-464960,-465029,-201354.937500,-201389.843750
825,-464953,-465034,-174.311484,-178.535469
826,-464963,-465032,-201355.250000,-201390.171875
827,-464964,-465027,-201355.156250,-201389.734375
828,-464955,-465035,-174.155234,-177.285469
829,-464959,-465034,-201354.468750,-201387.875000
830,-464960,-465028,-201354.062500,-201386.484375
831,-464953,-465035,-172.608359,-173.176094
832,-464955,-465033,-201352.578125,-201383.140625
