seq,red_raw,ir_raw,red_fir,ir_fir
5655,-43967,-27612,-19076.845883,-12009.546740
5656,-43966,-27611,-19076.817871,-119.621905
5657,-43970,-27609,-19076.740454,-12009.585514
5658,-43974,-27613,-19076.611083,-12009.561585
5659,-43981,-27613,-19076.437004,-119.556941
5660,-43991,-27623,-19076.235687,-12009.459758
5661,-44001,-27633,-19076.033357,-12009.412114
5662,-44013,-27638,-19075.861024,-119.434863
5663,-44022,-27648,-19075.749627,-12009.423238
5664,-44031,-27655,-19075.723541,-12009.516531
5665,-44041,-27659,-19075.794777,-119.721533
5666,-44045,-27665,-19075.959235,-12009.909523
5667,-44044,-27670,-19076.194728,-12010.188366
5668,-44045,-27672,-19076.462075,-120.531144
5669,-44043,-27671,-19076.710777,-12010.779638
5670,-44039,-27669,-19076.886867,-12011.022346
5671,-44035,-27663,-19076.942799,-121.228860
5672,-44032,-27659,-19076.847660,-12011.256151
5673,-44030,-27655,-19076.595749,-12011.227222
5674,-44031,-27655,-19076.211408,-121.161265
5675,-44034,-27653,-19075.749160,-12010.974045
5676,-44033,-27653,-19075.288488,-12010.845952
5677,-44036,-27654,-19074.921955,-120.841680
5678,-44037,-27657,-19074.740736,-12010.899330
5679,-44041,-27661,-19074.816912,-12011.190967
5680,-44052,-27663,-19075.187106,-121.738531
5681,-44058,-27667,-19075.841311,-12012.404439
5682,-44063,-27670,-19076.716677,-12013.260166
5683,-44068,-27674,-19077.700494,-124.214806
5684,-44070,-27678,-19078.642301,-12015.023097
5685,-44074,-27683,-19079.373143,-12015.671737
5686,-44076,-27689,-19079.731188,-126.024866
5687,-44079,-27690,-19079.588285,-12015.844571
5688,-44081,-27697,-19078.874606,-12015.181460
5689,-44089,-27698,-19077.595673,-124.018145
5690,-44090,-27697,-19075.841104,-12012.276707
5691,-44097,-27702,-19073.778624,-12010.190546
5692,-44105,-27704,-19071.638162,-117.923457
5693,-44111,-27710,-19069.685104,-12005.551666
5694,-44114,-27710,-19068.187249,-12003.414862
5695,-44118,-27711,-19067.380314,-111.717867
5696,-44117,-27711,-19067.438847,-12000.507907
5697,-44114,-27710,-19068.455701,-12000.029490
5698,-44106,-27706,-19070.435554,-110.342622
5699,-44085,-27692,-19073.303482,-12001.324043
5700,-44061,-27674,-19076.925726,-12003.049849
5701,-44033,-27655,-19081.141977,-115.441348
5702,-43996,-27627,-19085.802044,-12008.288748
5703,-43963,-27602,-19090.798527,-12011.645507
5704,-43935,-27575,-19096.091519,-125.474402
5705,-43904,-27551,-19101.718491,-12019.655760
5706,-43887,-27531,-19107.783319,-12024.356963
5707,-43873,-27513,-19114.429309,-139.643867
5708,-43861,-27502,-19121.794629,-12035.452816
5709,-43859,-27500,-19129.957625,-12041.928027
5710,-43859,-27500,-19138.882425,-159.012143
5711,-43858,-27498,-19148.372134,-12056.413449
5712,-43866,-27500,-19158.038968,-12063.956197
5713,-43870,-27508,-19167.301804,-181.202864
5714,-43872,-27510,-19175.411338,-12077.470282
5715,-43884,-27516,-19181.504524,-12082.237354
5716,-43895,-27522,-19184.686394,-194.828049
5717,-43899,-27530,-19184.127861,-12084.479671
5718,-43913,-27538,-19179.167499,-12080.790264
5719,-43923,-27548,-19169.408954,-183.417143
5720,-43920,-27547,-19154.796659,-12062.137015
5721,-43923,-27551,-19135.658084,-12047.255255
5722,-43923,-27550,-19112.709924,-139.245894
5723,-43915,-27544,-19087.021074,-12008.732657
5724,-43915,-27541,-19059.934286,-11986.812869
5725,-43914,-27533,-19032.957721,-74.612115
5726,-43906,-27533,-19007.634229,-11943.191179
5727,-43908,-27531,-18985.401749,-11923.819412
5728,-43909,-27535,-18967.464554,-17.502581
5729,-43906,-27534,-18954.685320,-11894.897889
5730,-43912,-27535,-18947.510306,-11886.621114
5731,-43911,-27537,-18945.939205,7.162351
5732,-43909,-27539,-18949.537270,-11883.257332
5733,-43915,-27541,-18957.490668,-11887.533203
5734,-43922,-27550,-18968.698989,-4.942264
5735,-43923,-27555,-18981.892536,-11904.462105
5736,-43933,-27560,-18995.759965,-11915.231682
5737,-43938,-27564,-19009.076815,-36.271484
5738,-43942,-27564,-19020.816268,-11936.570702
5739,-43957,-27573,-19030.233158,-11945.531662
5740,-43965,-27580,-19036.916010,-62.650667
5741,-43964,-27586,-19040.798714,-11957.545120
5742,-43972,-27593,-19042.133539,-11960.327576
5743,-43979,-27599,-19041.433985,-71.210141
5744,-43977,-27599,-19039.392065,-11960.460863
5745,-43986,-27606,-19036.779612,-11958.716284
5746,-43986,-27610,-19034.351607,-66.543169
5747,-43989,-27609,-19032.755441,-11954.371351
5748,-43995,-27616,-19032.461984,-11952.805441
5749,-43997,-27619,-19033.724071,-62.206992
5750,-43996,-27621,-19036.565418,-11952.665315
5751,-43999,-27623,-19040.800486,-11954.361909
5752,-43998,-27621,-19046.082910,-67.210108
5753,-43991,-27621,-19051.972869,-11960.884141
5754,-43985,-27617,-19058.013897,-11965.235142
5755,-43964,-27607,-19063.810583,-79.967990
5756,-43935,-27586,-19069.091513,-11974.690894
5757,-43907,-27565,-19073.751043,-11979.328837
5758,-43871,-27541,-19077.864197,-93.779592
5759,-43837,-27509,-19081.668572,-11987.924090
5760,-43811,-27487,-19085.517861,-11991.987601
5761,-43786,-27466,-19089.812964,-106.139350
5762,-43766,-27448,-19094.918167,-12000.447805
5763,-43755,-27438,-19101.075959,-12005.199748
5764,-43745,-27433,-19108.333841,-120.473633
5765,-43740,-27427,-19116.492709,-12016.093131
5766,-43743,-27426,-19125.087685,-12021.967872
5767,-43745,-27423,-19133.406978,-137.711962
5768,-43747,-27425,-19140.546560,-12032.659502
5769,-43752,-27432,-19145.497959,-12036.278926
5770,-43757,-27438,-19147.258446,-147.863957
5771,-43764,-27443,-19144.950365,-12036.612616
5772,-43772,-27453,-19137.935109,-12032.084288
5773,-43777,-27461,-19125.907607,-133.908119
5774,-43782,-27466,-19108.957754,-12011.848683
5775,-43787,-27471,-19087.590036,-11996.217994
5776,-43787,-27469,-19062.699366,-87.513860
5777,-43784,-27468,-19035.503466,-11956.395431
5778,-43780,-27468,-19007.439595,-11934.000115
5779,-43771,-27461,-18980.037546,-21.488022
5780,-43765,-27453,-18954.782297,-11889.941626
5781,-43758,-27451,-18932.983584,-11870.629940
5782,-43750,-27445,-18915.663332,35.466480
5783,-43746,-27442,-18903.477150,-11842.258877
5784,-43741,-27442,-18896.672323,-11834.349174
5785,-43738,-27437,-18895.087524,59.116371
5786,-43740,-27440,-18898.191919,-11831.481898
5787,-43743,-27446,-18905.156575,-11835.714588
5788,-43744,-27442,-18914.949065,47.203283
5789,-43750,-27445,-18926.438972,-11851.670977
5790,-43752,-27451,-18938.504652,-11861.475104
5791,-43758,-27455,-18950.127600,18.738211
5792,-43766,-27461,-18960.469983,-11880.082684
5793,-43769,-27471,-18968.927132,-11887.426014
5794,-43773,-27479,-18975.152677,-2.885073
5795,-43779,-27484,-18979.059544,-11896.175628
5796,-43783,-27490,-18980.796945,-11897.498961
5797,-43782,-27490,-18980.709729,-7.138292
5798,-43789,-27493,-18979.283968,-11895.409447
5799,-43788,-27497,-18977.088335,-11892.974442
5800,-43791,-27498,-18974.711693,-0.405247
5801,-43799,-27502,-18972.707653,-11888.121889
5802,-43796,-27505,-18971.547529,-11886.712430
5803,-43793,-27503,-18971.582807,3.479663
5804,-43799,-27505,-18973.023250,-11887.619611
5805,-43798,-27507,-18975.930941,-11890.181519
5806,-43799,-27506,-18980.226993,-4.111356
5807,-43805,-27512,-18985.714107,-11899.072117
5808,-43805,-27518,-18992.110681,-11904.894243
5809,-43804,-27518,-18999.091231,-21.246865
5810,-43812,-27523,-19006.330991,-11917.681006
5811,-43810,-27528,-19013.550327,-11924.045958
5812,-43808,-27526,-19020.548777,-40.149007
5813,-43805,-27523,-19027.228815,-11935.776173
5814,-43782,-27514,-19033.603695,-11941.071371
5815,-43758,-27498,-19039.784138,-56.151169
5816,-43734,-27480,-19045.948685,-11951.077618
5817,-43697,-27458,-19052.299181,-11956.190949
5818,-43663,-27430,-19059.004671,-71.687938
5819,-43641,-27407,-19066.144017,-11967.570583
5820,-43612,-27386,-19073.656099,-11973.973888
5821,-43589,-27366,-19081.302965,-90.759645
5822,-43583,-27357,-19088.656063,-11987.499678
5823,-43576,-27352,-19095.111729,-11993.856004
5824,-43571,-27349,-19099.932734,-109.237174
5825,-43577,-27351,-19102.315913,-12002.849597
5826,-43573,-27354,-19101.481142,-12004.138395
5827,-43574,-27355,-19096.765742,-112.493414
5828,-43582,-27363,-19087.718946,-11997.326553
5829,-43585,-27368,-19074.180131,-11988.514786
5830,-43594,-27374,-19056.329825,-86.077468
5831,-43605,-27384,-19034.706929,-11960.201035
5832,-43607,-27392,-19010.186695,-11941.607083
5833,-43612,-27395,-18983.920216,-31.142782
5834,-43619,-27405,-18957.241687,-11899.715456
5835,-43616,-27406,-18931.553604,-11878.580382
5836,-43614,-27405,-18908.200681,31.131374
5837,-43616,-27405,-18888.348603,-11841.486909
5838,-43605,-27400,-18872.883083,-11827.400096
5839,-43597,-27395,-18862.334389,72.812339
5840,-43594,-27393,-18856.841536,-11810.998036
5841,-43582,-27388,-18856.155719,-11808.909448
5842,-43574,-27381,-18859.681469,79.425135
5843,-43572,-27382,-18866.548579,-11815.266376
5844,-43568,-27380,-18875.707999,-11822.317786
5845,-43568,-27376,-18886.036804,59.168023
5846,-43571,-27378,-18896.442949,-11839.766812
5847,-43570,-27380,-18905.957709,-11848.388550
5848,-43574,-27380,-18913.807597,34.032407
5849,-43581,-27384,-18919.461402,-11861.828226
5850,-43581,-27386,-18922.650758,-11865.751294
5851,-43579,-27390,-18923.364686,22.390074
5852,-43586,-27396,-18921.820742,-11867.358173
5853,-43586,-27400,-18918.423073,-11865.376608
5854,-43591,-27408,-18913.708494,27.938046
5855,-43597,-27412,-18908.289130,-11857.782139
5856,-43597,-27418,-18902.796697,-11853.201949
5857,-43599,-27422,-18897.832122,41.134950
5858,-43603,-27423,-18893.921026,-11845.152404
5859,-43600,-27425,-18891.481177,-11842.619359
5860,-43601,-27427,-18890.797289,48.405570
5861,-43603,-27432,-18892.006314,-11842.158082
5862,-43606,-27432,-18895.093543,-11844.504511
5863,-43608,-27437,-18899.899340,41.434286
5864,-43611,-27441,-18906.134229,-11854.019101
5865,-43611,-27444,-18913.407053,-11860.676918
5866,-43611,-27450,-18921.260893,21.857969
5867,-43614,-27454,-18929.215155,-11875.843908
5868,-43617,-27455,-18936.814261,-11883.454545
5869,-43618,-27456,-18943.676339,-0.561276
5870,-43621,-27463,-18949.533468,-11896.710822
5871,-43621,-27463,-18954.264412,-11901.819752
5872,-43617,-27465,-18957.911234,-15.827176
5873,-43604,-27462,-18960.673583,-11908.702322
5874,-43587,-27449,-18962.882929,-11910.806977
5875,-43562,-27434,-18964.957717,-22.491108
5876,-43535,-27413,-18967.338686,-11914.043485
5877,-43507,-27386,-18970.417354,-11916.003258
5878,-43474,-27365,-18974.464658,-28.717350
5879,-43452,-27346,-18979.564713,-11922.277609
5880,-43435,-27328,-18985.572487,-11926.840223
5881,-43423,-27324,-18992.097377,-42.221644
5882,-43415,-27316,-18998.517079,-11937.895354
5883,-43413,-27313,-19004.027119,-11943.388810
5884,-43411,-27313,-19007.718919,-57.965709
5885,-43416,-27321,-19008.677465,-11950.703902
5886,-43427,-27322,-19006.091382,-11950.961768
5887,-43432,-27335,-18999.361202,-58.101696
5888,-43441,-27345,-18988.186217,-11941.580112
5889,-43447,-27350,-18972.627307,-11931.388210
5890,-43456,-27359,-18953.129310,-27.717907
5891,-43468,-27371,-18930.500652,-11900.963769
5892,-43480,-27378,-18905.854600,-11882.062782
5893,-43485,-27387,-18880.515131,27.947504
5894,-43488,-27395,-18855.894966,-11841.976499
5895,-43489,-27393,-18833.365678,-11823.147540
5896,-43488,-27397,-18814.132324,83.338465
5897,-43485,-27397,-18799.122888,-11793.295472
5898,-43481,-27394,-18788.911820,-11783.800371
5899,-43477,-27394,-18783.678657,111.520678
5900,-43472,-27389,-18783.208606,-11777.172526
5901,-43468,-27385,-18786.932781,-11779.650927
5902,-43462,-27382,-18794.001349,104.704985
5903,-43457,-27385,-18803.378155,-11793.168839
5904,-43460,-27382,-18813.947644,-11802.482214
5905,-43457,-27386,-18824.622285,77.693385
5906,-43457,-27386,-18834.433993,-11821.660055
5907,-43463,-27386,-18842.608471,-11829.946681
5908,-43466,-27391,-18848.612537,53.368684
5909,-43466,-27396,-18852.171993,-11841.262657
5910,-43474,-27400,-18853.264732,-11843.847228
5911,-43476,-27407,-18852.092637,45.540377
5912,-43479,-27411,-18849.035117,-11843.209661
5913,-43488,-27413,-18844.595619,-11840.575352
5914,-43488,-27422,-18839.346084,53.013713
5915,-43490,-27424,-18833.871162,-11832.782717
5916,-43498,-27428,-18828.721761,-11828.549891
5917,-43499,-27436,-18824.377793,65.284801
5918,-43501,-27440,-18821.218503,-11821.523875
5919,-43507,-27440,-18819.504918,-11819.394243
5920,-43509,-27447,-18819.371413,71.468732
5921,-43508,-27451,-18820.824310,-11818.919913
5922,-43512,-27456,-18823.748516,-11820.694644
5923,-43514,-27465,-18827.922271,66.231141
5924,-43517,-27469,-18833.037738,-11827.842778
5925,-43525,-27474,-18838.728811,-11832.790234
5926,-43523,-27476,-18844.605508,51.691920
5927,-43521,-27476,-18850.289848,-11843.943504
5928,-43523,-27479,-18855.454696,-11849.500066
5929,-43518,-27485,-18859.860438,35.300443
5930,-43506,-27480,-18863.383257,-11859.215893
5931,-43490,-27468,-18866.032992,-11863.074292
5932,-43469,-27454,-18867.954773,23.706688
5933,-43443,-27435,-18869.413765,-11868.884536
5934,-43421,-27416,-18870.760970,-11871.208761
5935,-43395,-27401,-18872.384090,16.431169
5936,-43378,-27384,-18874.646217,-11876.162275
5937,-43368,-27371,-18877.821827,-11879.398198
5938,-43360,-27367,-18882.037016,6.533968
5939,-43358,-27367,-18887.223131,-11888.285973
5940,-43360,-27371,-18893.092919,-11893.848289
5941,-43369,-27375,-18899.142031,-9.826905
5942,-43375,-27385,-18904.683186,-11905.592414
5943,-43385,-27396,-18908.905158,-11910.625856
5944,-43393,-27407,-18910.956632,-24.209265
5945,-43408,-27418,-18910.042909,-11915.505653
5946,-43424,-27433,-18905.525430,-11914.019453
5947,-43436,-27444,-18897.011028,-19.308832
5948,-43450,-27460,-18884.419070,-11901.053550
5949,-43472,-27473,-18868.018257,-11889.474482
5950,-43482,-27488,-18848.426434,15.026274
5951,-43487,-27502,-18826.572539,-11858.115300
5952,-43497,-27512,-18803.621830,-11839.946124
5953,-43499,-27518,-18780.876105,68.456725
5954,-43502,-27521,-18759.657479,-11803.916401
5955,-43508,-27523,-18741.188133,-11788.275966
5956,-43506,-27529,-18726.480310,114.440751
5957,-43502,-27531,-18716.249188,-11766.346988
5958,-43504,-27533,-18710.854757,-11761.176525
5959,-43504,-27534,-18710.280949,129.860494
5960,-43504,-27536,-18714.151875,-11762.885711
5961,-43511,-27539,-18721.780479,-11769.030942
5962,-43517,-27540,-18732.243947,112.156524
5963,-43520,-27547,-18744.478795,-11788.321114
5964,-43527,-27556,-18757.379793,-11799.651221
5965,-43535,-27563,-18769.896691,79.077054
5966,-43540,-27571,-18781.120651,-11821.203326
5967,-43548,-27579,-18790.346859,-11829.970561
5968,-43554,-27584,-18797.115418,53.218886
5969,-43563,-27593,-18801.227670,-11841.287116
5970,-43568,-27599,-18802.737143,-11843.606847
5971,-43575,-27604,-18801.917773,46.071433
5972,-43577,-27609,-18799.220441,-11842.473799
5973,-43584,-27614,-18795.214601,-11839.823630
5974,-43589,-27619,-18790.526290,53.506462
5975,-43594,-27620,-18785.778534,-11832.882758
5976,-43597,-27624,-18781.536647,-11829.599416
5977,-43600,-27629,-18778.261437,62.951428
5978,-43602,-27635,-18776.278982,-11825.403417
5979,-43605,-27641,-18775.761560,-11824.961623
5980,-43605,-27642,-18776.725209,64.232077
5981,-43607,-27646,-18779.043206,-11827.622616
5982,-43610,-27649,-18782.471471,-11830.474284
5983,-43609,-27653,-18786.685778,55.924591
5984,-43605,-27651,-18791.326625,-11838.018712
5985,-43590,-27646,-18796.045326,-11842.148114
5986,-43567,-27631,-18800.546933,43.777916
5987,-43540,-27610,-18804.627043,-11849.945671
5988,-43512,-27585,-18808.194078,-11853.364058
5989,-43480,-27561,-18811.275892,33.502380
5990,-43447,-27536,-18814.010488,-11859.336561
5991,-43422,-27517,-18816.616100,-11862.191537
5992,-43403,-27501,-18819.348319,24.713027
5993,-43390,-27492,-18822.449253,-11868.717935
5994,-43380,-27485,-18826.091928,-11872.776703
5995,-43375,-27477,-18830.329840,12.464947
5996,-43377,-27477,-18835.060562,-11882.809657
5997,-43379,-27479,-18840.007978,-11888.516122
5998,-43382,-27481,-18844.727571,-4.295406
5999,-43385,-27485,-18848.638098,-11899.535189
6000,-43391,-27488,-18851.074348,-11903.784667
6001,-43396,-27495,-18851.358957,-16.438785
6002,-43402,-27502,-18848.884439,-11906.807660
6003,-43406,-27509,-18843.195009,-11904.559523
6004,-43413,-27514,-18834.056183,-9.412549
6005,-43418,-27518,-18821.508786,-11891.185096
6006,-43415,-27520,-18805.893122,-11880.196280
6007,-43413,-27518,-18787.841923,23.102837
6008,-43406,-27519,-18768.243879,-11851.845482
6009,-43394,-27516,-18748.176428,-11836.030274
6010,-43387,-27509,-18728.816569,69.569957
6011,-43380,-27504,-18711.342003,-11805.929965
6012,-43371,-27498,-18696.827883,-11793.608909
6013,-43365,-27490,-18686.153432,105.715208
6014,-43361,-27488,-18679.927520,-11778.446367
6015,-43357,-27486,-18678.440363,-11776.576760
6016,-43357,-27485,-18681.644427,111.243910
6017,-43357,-27485,-18689.168011,-11784.662310
6018,-43354,-27484,-18700.356849,-11793.968783
6019,-43359,-27487,-18714.338126,83.982163
6020,-43359,-27489,-18730.103708,-11819.883606
6021,-43359,-27489,-18746.599292,-11834.816162
6022,-43365,-27491,-18762.812603,40.058255
6023,-43364,-27494,-18777.855137,-11864.334132
6024,-43359,-27494,-18791.026170,-11877.446472
6025,-43361,-27495,-18801.856884,1.216263
6026,-43363,-27495,-18810.131906,-11897.931042
6027,-43359,-27495,-18815.887578,-11904.933639
6028,-43356,-27491,-18819.386213,-19.914208
6029,-43353,-27489,-18821.072703,-11913.044728
6030,-43348,-27487,-18821.517931,-11914.876444
6031,-43343,-27483,-18821.351443,-25.915750
6032,-43340,-27480,-18821.194412,-11916.567805
6033,-43329,-27477,-18821.597804,-11917.451948
6034,-43323,-27471,-18822.989392,-28.981344
6035,-43316,-27463,-18825.638366,-11921.323780
6036,-43303,-27454,-18829.639696,-11924.751669
6037,-43286,-27441,-18834.917695,-39.263555
6038,-43270,-27429,-18841.249886,-11934.598366
6039,-43242,-27411,-18848.310805,-11940.636359
6040,-43212,-27386,-18855.722880,-57.069800
6041,-43175,-27356,-18863.115729,-11953.452846
6042,-43130,-27319,-18870.180404,-11959.623925
6043,-43087,-27284,-18876.712480,-75.375756
6044,-43045,-27253,-18882.638890,-11970.486720
6045,-43000,-27224,-18888.023369,-11975.105395
6046,-42967,-27194,-18893.045753,-89.369690
6047,-42938,-27169,-18897.962319,-11983.378881
6048,-42911,-27145,-18903.048306,-11987.519677
6049,-42891,-27127,-18908.531348,-102.037466
6050,-42867,-27111,-18914.527230,-11996.977736
6051,-42838,-27095,-18920.985470,-12002.505165
6052,-42808,-27073,-18927.655513,-118.494338
6053,-42772,-27054,-18934.080731,-12014.512515
6054,-42725,-27031,-18939.623631,-12020.203685
6055,-42687,-27011,-18943.518940,-134.951653
6056,-42650,-26994,-18944.953792,-12027.942738
6057,-42629,-26984,-18943.163830,-12028.615078
6058,-42598,-26967,-18937.536203,-136.374481
6059,-42570,-26950,-18927.700397,-12020.676695
6060,-42533,-26932,-18913.602928,-12011.469303
6061,-42497,-26917,-18895.548127,-108.864846
6062,-42459,-26897,-18874.200970,-11983.157012
6063,-42418,-26878,-18850.551490,-11965.173559
6064,-42380,-26861,-18825.839154,-55.852977
6065,-42342,-26841,-18801.447122,-11926.166166
6066,-42298,-26815,-18778.779505,-11907.390035
6067,-42258,-26791,-18759.129503,-0.629310
6068,-42218,-26767,-18743.558124,-11876.713794
6069,-42183,-26741,-18732.796190,-11866.483343
6070,-42145,-26724,-18727.179453,29.647870
6071,-42125,-26711,-18726.621621,-11858.278113
6072,-42110,-26697,-18730.634950,-11860.137273
6073,-42101,-26692,-18738.388610,24.613569
6074,-42089,-26684,-18748.800746,-11873.127993
6075,-42076,-26676,-18760.653542,-11882.565673
6076,-42064,-26666,-18772.717502,-2.727902
6077,-42051,-26654,-18783.871180,-11902.562287
6078,-42036,-26643,-18793.205928,-11911.393644
6079,-42020,-26636,-18800.100933,-28.618178
6080,-42003,-26620,-18804.263870,-11923.746802
6081,-41993,-26609,-18805.734846,-11926.790942
6082,-41988,-26604,-18804.854547,-37.879022
6083,-41984,-26599,-18802.201443,-11927.220037
6084,-41982,-26598,-18798.507276,-11925.419881
6085,-41977,-26596,-18794.562667,-33.043013
6086,-41973,-26596,-18791.121461,-11920.542105
6087,-41975,-26597,-18788.819049,-11918.565572
6088,-41981,-26604,-18788.109977,-27.532183
6089,-41996,-26612,-18789.232771,-11917.595478
6090,-42008,-26622,-18792.206255,-11918.999948
6091,-42020,-26638,-18796.851487,-31.713233
6092,-42037,-26655,-18802.837975,-11925.449551
6093,-42055,-26682,-18809.745405,-11930.079078
6094,-42072,-26710,-18817.132639,-45.300948
6095,-42084,-26725,-18824.601467,-11940.691298
6096,-42098,-26733,-18831.848109,-11946.116866
6097,-42107,-26742,-18838.694594,-61.392753
6098,-42125,-26749,-18845.095241,-11956.297745
6099,-42146,-26767,-18851.121137,-11960.944953
6100,-42178,-26795,-18856.920822,-75.390256
6101,-42228,-26821,-18862.665684,-11969.602129
6102,-42286,-26866,-18868.493055,-11973.791591
6103,-42359,-26918,-18874.448695,-87.999107
6104,-42444,-26988,-18880.442072,-11982.056218
6105,-42541,-27067,-18886.223253,-11985.933140
6106,-42645,-27154,-18891.382569,-99.355751
6107,-42748,-27239,-18895.375661,-11991.814862
6108,-42847,-27316,-18897.571965,-11992.965336
6109,-42939,-27392,-18897.318459,-102.295893
6110,-43018,-27456,-18894.010935,-11989.182599
6111,-43097,-27520,-18887.163427,-11983.316749
6112,-43171,-27584,-18876.467877,-84.385112
6113,-43240,-27642,-18861.833190,-11962.112440
6114,-43311,-27702,-18843.401420,-11946.660097
6115,-43375,-27755,-18821.539741,-38.260799
6116,-43436,-27808,-18796.806204,-11907.205223
6117,-43497,-27856,-18769.897663,-11884.184743
6118,-43557,-27906,-18741.586096,30.127435
6119,-43613,-27955,-18712.649489,-11834.869994
6120,-43679,-28006,-18683.805873,-11810.022197
6121,-43745,-28059,-18655.658454,104.009167
6122,-43809,-28116,-18628.655305,-11763.208351
6123,-43878,-28172,-18603.064088,-11742.216219
6124,-43945,-28228,-18578.966713,166.729498
6125,-44004,-28282,-18556.266943,-11706.334150
6126,-44062,-28326,-18534.711047,-11691.454730
6127,-44116,-28373,-18513.917787,211.593620
6128,-44162,-28419,-18493.414512,-11666.713768
6129,-44206,-28457,-18472.675453,-11656.055614
6130,-44252,-28492,-18451.162448,244.073679
6131,-44293,-28526,-18428.366507,-11635.673764
6132,-44339,-28565,-18403.847986,-11624.911550
6133,-44389,-28602,-18377.275529,276.814360
6134,-44434,-28647,-18348.461928,-11600.010932
6135,-44483,-28683,-18317.392220,-11585.277630
6136,-44537,-28720,-18284.241875,321.097580
6137,-44580,-28766,-18249.382855,-11550.840693
6138,-44626,-28806,-18213.368364,-11531.459661
6139,-44674,-28843,-18176.899882,378.853482
6140,-44705,-28875,-18140.775581,-11490.273488
6141,-44736,-28897,-18105.819750,-11469.519973
6142,-44760,-28911,-18072.804887,440.561220
6143,-44771,-28922,-18042.371051,-11430.389830
6144,-44775,-28925,-18014.954699,-11412.852694
6145,-44784,-28927,-17990.737193,492.994940
6146,-44790,-28935,-17969.624593,-11382.696508
6147,-44801,-28940,-17951.260206,-11369.823996
6148,-44821,-28947,-17935.073698,532.010870
6149,-44836,-28959,-17920.363995,-11346.557933
6150,-44852,-28970,-17906.401155,-11335.114923
6151,-44874,-28980,-17892.536812,566.818868
6152,-44894,-29001,-17878.306043,-11310.301593
6153,-44918,-29014,-17863.503081,-11296.490029
6154,-44940,-29030,-17848.218879,608.104283
6155,-44962,-29050,-17832.831331,-11266.805327
6156,-44989,-29072,-17817.946574,-11251.975231
6157,-45019,-29093,-17804.300515,651.820721
6158,-45042,-29117,-17792.634498,-11226.099878
6159,-45065,-29135,-17783.560657,-11216.580003
6160,-45078,-29149,-17777.445593,679.866916
6161,-45087,-29161,-17774.328421,-11206.852206
6162,-45098,-29170,-17773.891026,-11206.733627
6163,-45107,-29175,-17775.492241,680.692690
6164,-45115,-29182,-17778.262652,-11213.696953
6165,-45122,-29189,-17781.249583,-11219.104963
6166,-45134,-29199,-17783.592846,665.412233
6167,-45140,-29208,-17784.706928,-11229.222457
6168,-45149,-29214,-17784.436212,-11232.637018
6169,-45153,-29215,-17783.161665,655.237886
6170,-45156,-29223,-17781.834491,-11235.900037
6171,-45165,-29230,-17781.925146,-11237.098244
6172,-45168,-29228,-17785.294439,650.295919
6173,-45173,-29234,-17793.992717,-11245.222498
6174,-45175,-29231,-17810.016056,-11255.498362
6175,-45173,-29230,-17835.051711,617.875581
6176,-45176,-29228,-17870.245203,-11296.228022
6177,-45183,-29230,-17916.023773,-11328.662410
6178,-45191,-29235,-17972.003647,520.485957
6179,-45199,-29238,-18036.995112,-11418.060603
6180,-45212,-29246,-18109.105235,-11473.187016
6181,-45218,-29256,-18185.929667,356.862732
6182,-45230,-29267,-18264.804364,-11595.703723
