Timestamp_Local,Epoch_Time_s,Packet_Type,Seq,Valid,Calibrated,SpO2_%,HR_BPM,PI_%,Ratio_R,HR_Time_BPM,HR_FFT_BPM,Motion_State,Battery_%,Battery_mV,Raw_Hex
2026-09-08 09:08:00.165,1788829680.166,SpO2,71502,1,0,90.68,96.0,0.32,0.7889,96.0,77.5,Still,,,A5 01 01 00 4E 17 01 00 6C 23 C0 03 20 00 D1 1E C0 03 07 03
2026-09-08 09:08:00.915,1788829680.915,SpO2,71577,1,0,89.93,108.4,0.34,0.8089,108.4,77.7,Still,,,A5 01 01 00 99 17 01 00 21 23 3C 04 22 00 99 1F 3C 04 09 03
2026-09-08 09:08:02.115,1788829682.116,SpO2,71652,1,0,89.95,112.8,0.39,0.8084,112.8,77.7,Still,,,A5 01 01 00 E4 17 01 00 23 23 68 04 27 00 94 1F 68 04 09 03
2026-09-08 09:08:03.226,1788829683.226,SpO2,71727,1,0,89.48,113.4,0.45,0.8200,113.4,78.1,Still,,,A5 01 01 00 2F 18 01 00 F4 22 6E 04 2D 00 08 20 6E 04 0D 03
2026-09-08 09:08:04.004,1788829684.005,SpO2,71802,1,0,89.37,111.5,0.50,0.8225,111.5,78.3,Still,,,A5 01 01 00 7A 18 01 00 E9 22 5B 04 32 00 21 20 5B 04 0F 03
2026-09-08 09:08:05.145,1788829685.145,SpO2,71877,1,0,89.21,110.8,0.50,0.8265,110.8,77.4,Still,,,A5 01 01 00 C5 18 01 00 D9 22 54 04 32 00 49 20 54 04 06 03
2026-09-08 09:08:05.924,1788829685.925,SpO2,71952,1,0,88.70,102.3,0.52,0.8389,102.3,75.8,Still,,,A5 01 01 00 10 19 01 00 A6 22 FF 03 34 00 C5 20 FF 03 F6 02
2026-09-08 09:08:07.095,1788829687.095,SpO2,72027,1,0,88.14,92.7,0.55,0.8524,92.7,74.9,Still,,,A5 01 01 00 5B 19 01 00 6E 22 9F 03 37 00 4C 21 9F 03 ED 02
2026-09-08 09:08:08.235,1788829688.236,SpO2,72102,1,0,88.14,83.8,0.53,0.8525,83.8,75.0,Still,,,A5 01 01 00 A6 19 01 00 6E 22 46 03 35 00 4D 21 46 03 EE 02
2026-09-08 09:08:08.385,1788829688.385,Battery,72102,1,,,,,,,,,51,3693,A5 02 01 33 6D 0E A6 19 01 00 00 73 00 00 00 00 62 01 00 00
2026-09-08 09:08:09.015,1788829689.016,SpO2,72177,1,0,87.73,75.9,0.47,0.8623,75.9,75.5,Still,,,A5 01 01 00 F1 19 01 00 45 22 F7 02 2F 00 AF 21 F7 02 F3 02
2026-09-08 09:08:10.185,1788829690.186,SpO2,72252,1,0,87.63,84.8,0.45,0.8646,84.8,76.1,Still,,,A5 01 01 00 3C 1A 01 00 3B 22 50 03 2D 00 C6 21 50 03 F9 02
2026-09-08 09:08:10.965,1788829690.965,SpO2,72327,1,0,87.85,86.7,0.43,0.8593,86.7,77.2,Still,,,A5 01 01 00 87 1A 01 00 51 22 63 03 2B 00 91 21 63 03 04 03
2026-09-08 09:08:12.105,1788829692.106,SpO2,72402,1,0,87.85,86.7,0.39,0.8594,86.7,79.1,Still,,,A5 01 01 00 D2 1A 01 00 51 22 63 03 27 00 92 21 63 03 17 03
2026-09-08 09:08:12.945,1788829692.946,SpO2,72477,1,0,87.98,87.8,0.35,0.8564,87.8,80.5,Still,,,A5 01 01 00 1D 1B 01 00 5E 22 6E 03 23 00 74 21 6E 03 25 03
2026-09-08 09:08:14.025,1788829694.025,SpO2,72552,1,0,88.06,90.4,0.33,0.8544,90.4,81.3,Still,,,A5 01 01 00 68 1B 01 00 66 22 88 03 21 00 60 21 88 03 2D 03
2026-09-08 09:08:15.196,1788829695.196,SpO2,72627,1,0,88.11,90.9,0.33,0.8533,90.9,82.3,Still,,,A5 01 01 00 B3 1B 01 00 6B 22 8D 03 21 00 55 21 8D 03 37 03
2026-09-08 09:08:15.975,1788829695.976,SpO2,72702,1,0,88.17,97.9,0.30,0.8516,97.9,82.6,Still,,,A5 01 01 00 FE 1B 01 00 71 22 D3 03 1E 00 44 21 D3 03 3A 03
2026-09-08 09:08:17.145,1788829697.146,SpO2,72777,1,0,88.18,91.5,0.30,0.8515,91.5,81.8,Still,,,A5 01 01 00 49 1C 01 00 72 22 93 03 1E 00 43 21 93 03 32 03
2026-09-08 09:08:17.895,1788829697.896,SpO2,72852,1,0,87.88,90.2,0.30,0.8587,90.2,81.2,Still,,,A5 01 01 00 94 1C 01 00 54 22 86 03 1E 00 8B 21 86 03 2C 03
2026-09-08 09:08:19.065,1788829699.066,SpO2,72927,1,0,87.78,89.7,0.31,0.8611,89.7,81.7,Still,,,A5 01 01 00 DF 1C 01 00 4A 22 81 03 1F 00 A3 21 81 03 31 03
2026-09-08 09:08:20.205,1788829700.206,SpO2,73002,1,0,87.79,89.3,0.36,0.8608,89.3,82.0,Still,,,A5 01 01 00 2A 1D 01 00 4B 22 7D 03 24 00 A0 21 7D 03 34 03
2026-09-08 09:08:20.985,1788829700.986,SpO2,73077,1,0,87.65,88.3,0.37,0.8640,88.3,81.1,Still,,,A5 01 01 00 75 1D 01 00 3D 22 73 03 25 00 C0 21 73 03 2B 03
2026-09-08 09:08:22.156,1788829702.156,SpO2,73152,1,0,87.52,88.3,0.37,0.8672,88.3,79.3,Still,,,A5 01 01 00 C0 1D 01 00 30 22 73 03 25 00 E0 21 73 03 19 03
2026-09-08 09:08:22.905,1788829702.905,SpO2,73227,1,0,87.40,80.4,0.36,0.8701,80.4,79.3,Still,,,A5 01 01 00 0B 1E 01 00 24 22 24 03 24 00 FD 21 24 03 19 03
2026-09-08 09:08:24.105,1788829704.105,SpO2,73302,1,0,87.67,80.2,0.32,0.8637,80.2,80.4,Still,,,A5 01 01 00 56 1E 01 00 3F 22 22 03 20 00 BD 21 22 03 24 03
2026-09-08 09:08:24.855,1788829704.856,SpO2,73377,1,0,87.84,93.3,0.31,0.8596,93.3,81.1,Still,,,A5 01 01 00 A1 1E 01 00 50 22 A5 03 1F 00 94 21 A5 03 2B 03
2026-09-08 09:08:25.995,1788829705.995,SpO2,73452,1,0,88.01,100.0,0.32,0.8556,100.0,81.6,Still,,,A5 01 01 00 EC 1E 01 00 61 22 E8 03 20 00 6C 21 E8 03 30 03
2026-09-08 09:08:27.165,1788829707.165,SpO2,73527,1,0,87.84,98.9,0.36,0.8597,98.9,82.4,Still,,,A5 01 01 00 37 1F 01 00 50 22 DD 03 24 00 95 21 DD 03 38 03
2026-09-08 09:08:27.945,1788829707.945,SpO2,73602,1,0,88.02,100.0,0.38,0.8555,100.0,83.3,Still,,,A5 01 01 00 82 1F 01 00 62 22 E8 03 26 00 6B 21 E8 03 41 03
2026-09-08 09:08:29.085,1788829709.085,SpO2,73677,1,0,88.47,101.2,0.42,0.8445,101.2,84.5,Still,,,A5 01 01 00 CD 1F 01 00 8F 22 F4 03 2A 00 FD 20 F4 03 4D 03
2026-09-08 09:08:29.864,1788829709.865,SpO2,73752,1,0,88.45,101.2,0.43,0.8450,101.2,85.4,Still,,,A5 01 01 00 18 20 01 00 8D 22 F4 03 2B 00 02 21 F4 03 56 03
2026-09-08 09:08:31.065,1788829711.065,SpO2,73827,1,0,88.51,92.8,0.40,0.8434,92.8,85.7,Still,,,A5 01 01 00 63 20 01 00 93 22 A0 03 28 00 F2 20 A0 03 59 03
2026-09-08 09:08:32.205,1788829712.205,SpO2,73902,1,0,88.91,85.3,0.36,0.8337,85.3,85.6,Still,,,A5 01 01 00 AE 20 01 00 BB 22 55 03 24 00 91 20 55 03 58 03
2026-09-08 09:08:32.955,1788829712.956,SpO2,73977,1,0,89.33,85.7,0.33,0.8235,85.7,85.8,Still,,,A5 01 01 00 F9 20 01 00 E5 22 59 03 21 00 2B 20 59 03 5A 03
2026-09-08 09:08:34.155,1788829714.155,SpO2,74052,1,0,89.63,85.7,0.31,0.8163,85.7,86.1,Still,,,A5 01 01 00 44 21 01 00 03 23 59 03 1F 00 E3 1F 59 03 5D 03
2026-09-08 09:08:34.876,1788829714.876,SpO2,74127,1,0,89.48,84.8,0.30,0.8198,84.8,86.1,Still,,,A5 01 01 00 8F 21 01 00 F4 22 50 03 1E 00 06 20 50 03 5D 03
2026-09-08 09:08:36.045,1788829716.046,SpO2,74202,1,0,88.95,84.6,0.27,0.8327,84.6,84.7,Still,,,A5 01 01 00 DA 21 01 00 BF 22 4E 03 1B 00 87 20 4E 03 4F 03
2026-09-08 09:08:37.215,1788829717.216,SpO2,74277,1,0,88.95,85.3,0.28,0.8326,85.3,83.6,Still,,,A5 01 01 00 25 22 01 00 BF 22 55 03 1C 00 86 20 55 03 44 03
2026-09-08 09:08:37.965,1788829717.966,SpO2,74352,1,0,88.79,84.8,0.29,0.8367,84.8,83.6,Still,,,A5 01 01 00 70 22 01 00 AF 22 50 03 1D 00 AF 20 50 03 44 03
2026-09-08 09:08:38.025,1788829718.026,Battery,74352,1,,,,,,,,,51,3694,A5 02 01 33 6E 0E 70 22 01 00 00 73 00 00 00 00 62 01 00 00
2026-09-08 09:08:39.136,1788829719.136,SpO2,74427,1,0,88.44,84.8,0.30,0.8452,84.8,84.2,Still,,,A5 01 01 00 BB 22 01 00 8C 22 50 03 1E 00 04 21 50 03 4A 03
2026-09-08 09:08:39.916,1788829719.916,SpO2,74502,1,0,88.10,84.3,0.32,0.8535,84.3,84.8,Still,,,A5 01 01 00 06 23 01 00 6A 22 4B 03 20 00 57 21 4B 03 50 03
2026-09-08 09:08:41.055,1788829721.055,SpO2,74577,1,0,88.05,84.3,0.37,0.8546,84.3,84.8,Still,,,A5 01 01 00 51 23 01 00 65 22 4B 03 25 00 62 21 4B 03 50 03
2026-09-08 09:08:41.835,1788829721.835,SpO2,74652,1,0,88.21,84.3,0.39,0.8507,84.3,84.3,Still,,,A5 01 01 00 9C 23 01 00 75 22 4B 03 27 00 3B 21 4B 03 4B 03
2026-09-08 09:08:43.005,1788829723.006,SpO2,74727,1,0,88.31,84.8,0.39,0.8483,84.8,83.8,Still,,,A5 01 01 00 E7 23 01 00 7F 22 50 03 27 00 23 21 50 03 46 03
2026-09-08 09:08:44.145,1788829724.145,SpO2,74802,1,0,88.47,83.4,0.40,0.8443,83.4,83.2,Still,,,A5 01 01 00 32 24 01 00 8F 22 42 03 28 00 FB 20 42 03 40 03
2026-09-08 09:08:44.925,1788829724.925,SpO2,74877,1,0,88.44,82.9,0.37,0.8451,82.9,82.8,Still,,,A5 01 01 00 7D 24 01 00 8C 22 3D 03 25 00 03 21 3D 03 3C 03
2026-09-08 09:08:46.096,1788829726.096,SpO2,74952,1,0,88.20,82.3,0.34,0.8509,82.3,82.4,Still,,,A5 01 01 00 C8 24 01 00 74 22 37 03 22 00 3D 21 37 03 38 03
2026-09-08 09:08:46.875,1788829726.876,SpO2,75027,1,0,88.01,82.0,0.33,0.8557,82.0,81.9,Still,,,A5 01 01 00 13 25 01 00 61 22 34 03 21 00 6D 21 34 03 33 03
2026-09-08 09:08:48.015,1788829728.015,SpO2,75102,1,0,87.79,81.6,0.29,0.8609,81.6,81.6,Still,,,A5 01 01 00 5E 25 01 00 4B 22 30 03 1D 00 A1 21 30 03 30 03
2026-09-08 09:08:49.155,1788829729.156,SpO2,75177,1,0,87.65,82.0,0.29,0.8642,82.0,81.5,Still,,,A5 01 01 00 A9 25 01 00 3D 22 34 03 1D 00 C2 21 34 03 2F 03
2026-09-08 09:08:49.935,1788829729.936,SpO2,75252,1,0,87.56,81.6,0.29,0.8662,81.6,81.2,Still,,,A5 01 01 00 F4 25 01 00 34 22 30 03 1D 00 D6 21 30 03 2C 03
2026-09-08 09:08:51.165,1788829731.166,SpO2,75327,1,0,87.48,81.4,0.28,0.8682,81.4,81.2,Still,,,A5 01 01 00 3F 26 01 00 2C 22 2E 03 1C 00 EA 21 2E 03 2C 03
2026-09-08 09:08:51.885,1788829731.886,SpO2,75402,1,0,87.75,90.2,0.28,0.8619,90.2,81.8,Still,,,A5 01 01 00 8A 26 01 00 47 22 86 03 1C 00 AB 21 86 03 32 03
2026-09-08 09:08:53.025,1788829733.026,SpO2,75477,1,0,87.67,90.7,0.28,0.8636,90.7,82.2,Still,,,A5 01 01 00 D5 26 01 00 3F 22 8B 03 1C 00 BC 21 8B 03 36 03
2026-09-08 09:08:53.805,1788829733.806,SpO2,75552,1,0,87.66,92.1,0.28,0.8640,92.1,82.5,Still,,,A5 01 01 00 20 27 01 00 3E 22 99 03 1C 00 C0 21 99 03 39 03
2026-09-08 09:08:54.975,1788829734.975,SpO2,75627,1,0,87.76,91.2,0.29,0.8614,91.2,82.9,Still,,,A5 01 01 00 6B 27 01 00 48 22 90 03 1D 00 A6 21 90 03 3D 03
2026-09-08 09:08:56.116,1788829736.116,SpO2,75702,1,0,87.72,91.7,0.28,0.8625,91.7,83.3,Still,,,A5 01 01 00 B6 27 01 00 44 22 95 03 1C 00 B1 21 95 03 41 03
2026-09-08 09:08:56.895,1788829736.896,SpO2,75777,1,0,87.91,91.2,0.28,0.8580,91.2,83.0,Still,,,A5 01 01 00 01 28 01 00 57 22 90 03 1C 00 84 21 90 03 3E 03
2026-09-08 09:08:58.035,1788829738.036,SpO2,75852,1,0,87.73,91.2,0.27,0.8622,91.2,82.5,Still,,,A5 01 01 00 4C 28 01 00 45 22 90 03 1B 00 AE 21 90 03 39 03
2026-09-08 09:08:58.816,1788829738.817,SpO2,75927,1,0,87.60,90.7,0.28,0.8654,90.7,82.3,Still,,,A5 01 01 00 97 28 01 00 38 22 8B 03 1C 00 CE 21 8B 03 37 03
2026-09-08 09:08:59.985,1788829739.986,SpO2,76002,1,0,87.72,81.1,0.29,0.8625,81.1,82.0,Still,,,A5 01 01 00 E2 28 01 00 44 22 2B 03 1D 00 B1 21 2B 03 34 03
2026-09-08 09:09:01.125,1788829741.126,SpO2,76077,1,0,87.98,81.1,0.31,0.8563,81.1,81.0,Still,,,A5 01 01 00 2D 29 01 00 5E 22 2B 03 1F 00 73 21 2B 03 2A 03
2026-09-08 09:09:01.905,1788829741.905,SpO2,76152,1,0,88.14,81.4,0.31,0.8525,81.4,80.2,Still,,,A5 01 01 00 78 29 01 00 6E 22 2E 03 1F 00 4D 21 2E 03 22 03
