Timestamp_Local,Epoch_Time_s,Packet_Type,Seq,Valid,Calibrated,SpO2_%,HR_BPM,PI_%,Ratio_R,HR_Time_BPM,HR_FFT_BPM,Motion_State,Battery_%,Battery_mV,Raw_Hex
2026-09-08 09:09:03.075,1788829743.075,SpO2,76227,1,0,88.14,89.7,0.30,0.8524,89.7,80.7,Still,,,A5 01 01 00 C3 29 01 00 6E 22 81 03 1E 00 4C 21 81 03 27 03
2026-09-08 09:09:03.826,1788829743.826,SpO2,76302,1,0,88.07,89.7,0.31,0.8542,89.7,81.7,Still,,,A5 01 01 00 0E 2A 01 00 67 22 81 03 1F 00 5E 21 81 03 31 03
2026-09-08 09:09:04.995,1788829744.995,SpO2,76377,1,0,88.25,90.7,0.29,0.8498,90.7,82.5,Still,,,A5 01 01 00 59 2A 01 00 79 22 8B 03 1D 00 32 21 8B 03 39 03
2026-09-08 09:09:06.195,1788829746.196,SpO2,76452,1,0,88.31,91.7,0.27,0.8482,91.7,83.3,Still,,,A5 01 01 00 A4 2A 01 00 7F 22 95 03 1B 00 22 21 95 03 41 03
2026-09-08 09:09:06.945,1788829746.946,SpO2,76527,1,0,88.43,92.7,0.27,0.8453,92.7,84.5,Still,,,A5 01 01 00 EF 2A 01 00 8B 22 9F 03 1B 00 05 21 9F 03 4D 03
2026-09-08 09:09:08.085,1788829748.085,SpO2,76602,1,0,88.59,93.3,0.27,0.8415,93.3,85.6,Still,,,A5 01 01 00 3A 2B 01 00 9B 22 A5 03 1B 00 DF 20 A5 03 58 03
2026-09-08 09:09:08.175,1788829748.176,Battery,76602,1,,,,,,,,,51,3695,A5 02 01 33 6F 0E 3A 2B 01 00 00 73 00 00 00 00 62 01 00 00
2026-09-08 09:09:08.865,1788829748.865,SpO2,76677,1,0,88.31,100.6,0.28,0.8484,100.6,85.6,Still,,,A5 01 01 00 85 2B 01 00 7F 22 EE 03 1C 00 24 21 EE 03 58 03
2026-09-08 09:09:10.005,1788829750.005,SpO2,76752,1,0,88.29,91.2,0.28,0.8488,91.2,84.0,Still,,,A5 01 01 00 D0 2B 01 00 7D 22 90 03 1C 00 28 21 90 03 48 03
2026-09-08 09:09:10.786,1788829750.786,SpO2,76827,1,0,88.82,90.2,0.28,0.8358,90.2,82.1,Still,,,A5 01 01 00 1B 2C 01 00 B2 22 86 03 1C 00 A6 20 86 03 35 03
2026-09-08 09:09:11.955,1788829751.955,SpO2,76902,1,0,88.76,89.2,0.28,0.8373,89.2,79.5,Still,,,A5 01 01 00 66 2C 01 00 AC 22 7C 03 1C 00 B5 20 7C 03 1B 03
2026-09-08 09:09:13.095,1788829753.096,SpO2,76977,1,0,88.83,88.3,0.29,0.8356,88.3,77.5,Still,,,A5 01 01 00 B1 2C 01 00 B3 22 73 03 1D 00 A4 20 73 03 07 03
2026-09-08 09:09:13.875,1788829753.875,SpO2,77052,1,0,88.67,87.3,0.29,0.8396,87.3,77.5,Still,,,A5 01 01 00 FC 2C 01 00 A3 22 69 03 1D 00 CC 20 69 03 07 03
2026-09-08 09:09:15.045,1788829755.046,SpO2,77127,1,0,88.37,104.1,0.29,0.8469,104.1,77.9,Still,,,A5 01 01 00 47 2D 01 00 85 22 11 04 1D 00 15 21 11 04 0B 03
2026-09-08 09:09:15.825,1788829755.825,SpO2,77202,1,0,88.17,101.2,0.30,0.8518,101.2,78.4,Still,,,A5 01 01 00 92 2D 01 00 71 22 F4 03 1E 00 46 21 F4 03 10 03
2026-09-08 09:09:16.965,1788829756.966,SpO2,77277,1,0,88.18,103.8,0.32,0.8515,103.8,79.8,Still,,,A5 01 01 00 DD 2D 01 00 72 22 0E 04 20 00 43 21 0E 04 1E 03
2026-09-08 09:09:18.135,1788829758.135,SpO2,77352,1,0,88.10,105.4,0.32,0.8534,105.4,81.1,Still,,,A5 01 01 00 28 2E 01 00 6A 22 1E 04 20 00 56 21 1E 04 2B 03
2026-09-08 09:09:18.885,1788829758.886,SpO2,77427,1,0,87.65,112.8,0.35,0.8642,112.8,81.8,Still,,,A5 01 01 00 73 2E 01 00 3D 22 68 04 23 00 C2 21 68 04 32 03
2026-09-08 09:09:20.056,1788829760.056,SpO2,77502,1,0,87.66,114.2,0.37,0.8640,114.2,82.5,Still,,,A5 01 01 00 BE 2E 01 00 3E 22 76 04 25 00 C0 21 76 04 39 03
2026-09-08 09:09:20.835,1788829760.835,SpO2,77577,1,0,87.63,114.8,0.37,0.8647,114.8,82.8,Still,,,A5 01 01 00 09 2F 01 00 3B 22 7C 04 25 00 C7 21 7C 04 3C 03
2026-09-08 09:09:21.975,1788829761.975,SpO2,77652,1,0,87.48,98.9,0.75,0.8681,98.9,82.3,Still,,,A5 01 01 00 54 2F 01 00 2C 22 DD 03 4B 00 E9 21 DD 03 37 03
2026-09-08 09:09:22.755,1788829762.755,SpO2,77727,1,0,84.16,95.8,2.45,0.9431,95.8,82.0,Moving,,,A5 01 05 00 9F 2F 01 00 E0 20 BE 03 F5 00 D7 24 BE 03 34 03
2026-09-08 09:09:23.926,1788829763.926,SpO2,77802,1,0,81.39,84.8,6.19,0.9979,84.8,49.3,Still,,,A5 01 01 00 EA 2F 01 00 CB 1F 50 03 6B 02 FB 26 50 03 ED 01
2026-09-08 09:09:25.065,1788829765.066,SpO2,77877,1,0,84.48,81.4,52.10,0.9353,81.4,53.1,Still,,,A5 01 01 00 35 30 01 00 00 21 2E 03 5A 14 89 24 2E 03 13 02
2026-09-08 09:09:25.845,1788829765.846,SpO2,77952,1,0,84.21,80.7,47.09,0.9420,80.7,46.7,Still,,,A5 01 01 00 80 30 01 00 E5 20 27 03 65 12 CC 24 27 03 D3 01
2026-09-08 09:09:27.015,1788829767.016,SpO2,78027,1,0,83.33,81.8,40.26,0.9592,81.8,39.8,Still,,,A5 01 01 00 CB 30 01 00 8D 20 32 03 BA 0F 78 25 32 03 8E 01
2026-09-08 09:09:27.795,1788829767.795,SpO2,78102,1,0,82.47,75.0,33.96,0.9763,75.0,40.8,Still,,,A5 01 01 00 16 31 01 00 37 20 EE 02 44 0D 23 26 EE 02 98 01
2026-09-08 09:09:28.935,1788829768.935,SpO2,78177,1,0,81.69,71.8,27.98,0.9919,71.8,39.0,Still,,,A5 01 01 00 61 31 01 00 E9 1F CE 02 EE 0A BF 26 CE 02 86 01
2026-09-08 09:09:30.106,1788829770.106,SpO2,78252,1,0,85.97,71.9,22.11,0.9027,71.9,45.6,Still,,,A5 01 01 00 AC 31 01 00 95 21 CF 02 A3 08 43 23 CF 02 C8 01
2026-09-08 09:09:30.856,1788829770.856,SpO2,78327,1,0,89.01,65.2,15.92,0.8313,65.2,48.0,Still,,,A5 01 01 00 F7 31 01 00 C5 22 8C 02 38 06 79 20 8C 02 E0 01
2026-09-08 09:09:32.025,1788829772.026,SpO2,78402,1,0,81.94,64.9,8.37,0.9871,64.9,51.9,Still,,,A5 01 01 00 42 32 01 00 02 20 89 02 45 03 8F 26 89 02 07 02
2026-09-08 09:09:32.805,1788829772.806,SpO2,78477,1,0,81.43,64.9,0.30,0.9972,64.9,51.3,Still,,,A5 01 01 00 8D 32 01 00 CF 1F 89 02 1E 00 F4 26 89 02 01 02
2026-09-08 09:09:33.945,1788829773.946,SpO2,78552,1,0,81.96,56.5,0.21,0.9867,56.5,53.3,Still,,,A5 01 01 00 D8 32 01 00 04 20 35 02 15 00 8B 26 35 02 15 02
2026-09-08 09:09:35.116,1788829775.117,SpO2,78627,1,0,81.95,61.8,0.10,0.9868,61.8,46.9,Still,,,A5 01 01 00 23 33 01 00 03 20 6A 02 0A 00 8C 26 6A 02 D5 01
2026-09-08 09:09:35.896,1788829775.896,SpO2,78702,1,0,82.01,62.5,0.14,0.9857,62.5,59.1,Still,,,A5 01 01 00 6E 33 01 00 09 20 71 02 0E 00 81 26 71 02 4F 02
2026-09-08 09:09:37.036,1788829777.037,SpO2,78777,1,0,81.94,62.2,0.27,0.9870,62.2,52.3,Still,,,A5 01 01 00 B9 33 01 00 02 20 6E 02 1B 00 8E 26 6E 02 0B 02
2026-09-08 09:09:37.815,1788829777.816,SpO2,78852,1,0,81.87,61.7,0.34,0.9885,61.7,43.6,Still,,,A5 01 01 00 04 34 01 00 FB 1F 69 02 22 00 9D 26 69 02 B4 01
2026-09-08 09:09:37.875,1788829777.875,Battery,78852,1,,,,,,,,,51,3693,A5 02 01 33 6D 0E 04 34 01 00 00 73 00 00 00 00 62 01 00 00
2026-09-08 09:09:38.955,1788829778.956,SpO2,78927,1,0,81.97,46.0,0.36,0.9865,46.0,48.1,Still,,,A5 01 01 00 4F 34 01 00 05 20 CC 01 24 00 89 26 CC 01 E1 01
2026-09-08 09:09:39.735,1788829779.736,SpO2,79002,1,0,81.25,52.1,0.36,1.0008,52.1,32.1,Still,,,A5 01 01 00 9A 34 01 00 BD 1F 09 02 24 00 18 27 09 02 41 01
2026-09-08 09:09:40.905,1788829780.906,SpO2,79077,1,0,80.98,51.4,0.37,1.0060,51.4,35.2,Still,,,A5 01 01 00 E5 34 01 00 A2 1F 02 02 25 00 4C 27 02 02 60 01
2026-09-08 09:09:42.045,1788829782.046,SpO2,79152,1,0,80.99,50.3,0.35,1.0058,50.3,38.8,Still,,,A5 01 01 00 30 35 01 00 A3 1F F7 01 23 00 4A 27 F7 01 84 01
2026-09-08 09:09:42.826,1788829782.826,SpO2,79227,1,0,81.06,55.6,0.31,1.0044,55.6,41.6,Still,,,A5 01 01 00 7B 35 01 00 AA 1F 2C 02 1F 00 3C 27 2C 02 A0 01
2026-09-08 09:09:43.995,1788829783.996,SpO2,79302,1,0,81.02,52.7,0.21,1.0052,52.7,40.5,Still,,,A5 01 01 00 C6 35 01 00 A6 1F 0F 02 15 00 44 27 0F 02 95 01
2026-09-08 09:09:44.806,1788829784.806,SpO2,79377,1,0,81.09,55.2,0.25,1.0039,55.2,38.4,Still,,,A5 01 01 00 11 36 01 00 AD 1F 28 02 19 00 37 27 28 02 80 01
2026-09-08 09:09:45.915,1788829785.916,SpO2,79452,1,0,81.08,59.5,0.31,1.0042,59.5,46.2,Still,,,A5 01 01 00 5C 36 01 00 AC 1F 53 02 1F 00 3A 27 53 02 CE 01
2026-09-08 09:09:47.085,1788829787.086,SpO2,79527,1,0,81.08,59.5,0.34,1.0042,59.5,46.5,Still,,,A5 01 01 00 A7 36 01 00 AC 1F 53 02 22 00 3A 27 53 02 D1 01
2026-09-08 09:09:47.836,1788829787.836,SpO2,79602,1,0,81.56,60.7,0.34,0.9945,60.7,39.3,Still,,,A5 01 01 00 F2 36 01 00 DC 1F 5F 02 22 00 D9 26 5F 02 89 01
2026-09-08 09:09:49.006,1788829789.006,SpO2,79677,1,0,81.49,61.4,0.31,0.9959,61.4,31.1,Still,,,A5 01 01 00 3D 37 01 00 D5 1F 66 02 1F 00 E7 26 66 02 37 01
2026-09-08 09:09:49.815,1788829789.816,SpO2,79752,1,0,81.46,62.2,0.35,0.9966,62.2,40.3,Still,,,A5 01 01 00 88 37 01 00 D2 1F 6E 02 23 00 EE 26 6E 02 93 01
2026-09-08 09:09:50.925,1788829790.926,SpO2,79827,1,0,81.44,64.9,0.34,0.9969,64.9,41.2,Still,,,A5 01 01 00 D3 37 01 00 D0 1F 89 02 22 00 F1 26 89 02 9C 01
2026-09-08 09:09:51.706,1788829791.706,SpO2,79902,1,0,81.45,67.3,0.34,0.9967,67.3,40.3,Still,,,A5 01 01 00 1E 38 01 00 D1 1F A1 02 22 00 EF 26 A1 02 93 01
2026-09-08 09:09:52.876,1788829792.876,SpO2,79977,1,0,81.18,64.2,0.31,1.0022,64.2,48.1,Still,,,A5 01 01 00 69 38 01 00 B6 1F 82 02 1F 00 26 27 82 02 E1 01
2026-09-08 09:09:54.016,1788829794.016,SpO2,80052,1,0,81.50,66.4,0.27,0.9958,66.4,107.6,Still,,,A5 01 01 00 B4 38 01 00 D6 1F 98 02 1B 00 E6 26 98 02 34 04
2026-09-08 09:09:54.796,1788829794.796,SpO2,80127,1,0,81.24,68.2,0.23,1.0010,68.2,19.0,Still,,,A5 01 01 00 FF 38 01 00 BC 1F AA 02 17 00 1A 27 AA 02 BE 00
2026-09-08 09:09:55.966,1788829795.966,SpO2,80202,1,0,82.91,58.1,0.17,0.9672,58.1,33.1,Still,,,A5 01 01 00 4A 39 01 00 63 20 45 02 11 00 C8 25 45 02 4B 01
2026-09-08 09:09:56.716,1788829796.716,SpO2,80277,1,0,83.67,55.3,0.10,0.9530,55.3,180.3,Still,,,A5 01 01 00 95 39 01 00 AF 20 29 02 0A 00 3A 25 29 02 0B 07
2026-09-08 09:09:57.886,1788829797.886,SpO2,80352,1,0,84.09,59.6,0.02,0.9448,59.6,40.8,Still,,,A5 01 01 00 E0 39 01 00 D9 20 54 02 02 00 E8 24 54 02 98 01
2026-09-08 09:09:59.055,1788829799.056,SpO2,80427,1,0,85.06,63.9,0.01,0.9214,63.9,86.5,Still,,,A5 01 01 00 2B 3A 01 00 3A 21 7F 02 01 00 FE 23 7F 02 61 03
2026-09-08 09:09:59.835,1788829799.836,SpO2,80502,1,0,83.97,59.7,0.01,0.9476,59.7,84.4,Still,,,A5 01 01 00 76 3A 01 00 CD 20 55 02 01 00 04 25 55 02 4C 03
2026-09-08 09:10:00.976,1788829800.976,SpO2,80577,1,0,87.12,66.9,0.01,0.8767,66.9,48.3,Still,,,A5 01 01 00 C1 3A 01 00 08 22 9D 02 01 00 3F 22 9D 02 E3 01
2026-09-08 09:10:01.785,1788829801.786,SpO2,80652,1,0,87.61,54.9,0.03,0.8651,54.9,39.4,Still,,,A5 01 01 00 0C 3B 01 00 39 22 25 02 03 00 CB 21 25 02 8A 01
2026-09-08 09:10:02.896,1788829802.896,SpO2,80727,1,0,86.76,53.3,0.03,0.8850,53.3,209.7,Still,,,A5 01 01 00 57 3B 01 00 E4 21 15 02 03 00 92 22 15 02 31 08
2026-09-08 09:10:04.065,1788829804.066,SpO2,80802,1,0,88.53,53.9,0.03,0.8429,53.9,0.0,Still,,,A5 01 01 00 A2 3B 01 00 95 22 1B 02 03 00 ED 20 1B 02 00 00
2026-09-08 09:10:04.846,1788829804.846,SpO2,80877,1,0,85.44,64.8,0.03,0.9137,64.8,0.0,Still,,,A5 01 01 00 ED 3B 01 00 60 21 88 02 03 00 B1 23 88 02 00 00
2026-09-08 09:10:05.985,1788829805.986,SpO2,80952,1,0,84.94,67.8,0.03,0.9242,67.8,27.1,Still,,,A5 01 01 00 38 3C 01 00 2E 21 A6 02 03 00 1A 24 A6 02 0F 01
2026-09-08 09:10:06.766,1788829806.766,SpO2,81027,1,0,82.26,64.0,0.03,0.9806,64.0,34.4,Still,,,A5 01 01 00 83 3C 01 00 22 20 80 02 03 00 4E 26 80 02 58 01
2026-09-08 09:10:07.936,1788829807.936,SpO2,81102,1,0,83.26,60.0,0.03,0.9604,60.0,35.0,Still,,,A5 01 01 00 CE 3C 01 00 86 20 58 02 03 00 84 25 58 02 5E 01
2026-09-08 09:10:07.996,1788829807.996,Battery,81102,1,,,,,,,,,51,3693,A5 02 01 33 6D 0E CE 3C 01 00 00 73 00 00 00 00 62 01 00 00
2026-09-08 09:10:08.685,1788829808.686,SpO2,81177,1,0,83.05,51.7,0.03,0.9643,51.7,34.6,Still,,,A5 01 01 00 19 3D 01 00 71 20 05 02 03 00 AB 25 05 02 5A 01
2026-09-08 09:10:09.885,1788829809.886,SpO2,81252,1,0,85.05,48.4,0.05,0.9217,48.4,29.9,Still,,,A5 01 01 00 64 3D 01 00 39 21 E4 01 05 00 01 24 E4 01 2B 01
2026-09-08 09:10:11.025,1788829811.026,SpO2,81327,1,0,82.74,57.2,0.06,0.9706,57.2,40.3,Still,,,A5 01 01 00 AF 3D 01 00 52 20 3C 02 06 00 EA 25 3C 02 93 01
2026-09-08 09:10:11.776,1788829811.776,SpO2,81402,1,0,82.46,53.0,0.06,0.9763,53.0,43.2,Still,,,A5 01 01 00 FA 3D 01 00 36 20 12 02 06 00 23 26 12 02 B0 01
2026-09-08 09:10:12.947,1788829812.947,SpO2,81477,1,0,82.42,50.3,0.07,0.9772,50.3,38.9,Still,,,A5 01 01 00 45 3E 01 00 32 20 F7 01 07 00 2C 26 F7 01 85 01
2026-09-08 09:10:13.726,1788829813.727,SpO2,81552,1,0,82.41,48.1,0.08,0.9775,48.1,45.8,Still,,,A5 01 01 00 90 3E 01 00 31 20 E1 01 08 00 2F 26 E1 01 CA 01
2026-09-08 09:10:14.867,1788829814.867,SpO2,81627,1,0,82.47,54.4,0.07,0.9763,54.4,36.5,Still,,,A5 01 01 00 DB 3E 01 00 37 20 20 02 07 00 23 26 20 02 6D 01
2026-09-08 09:10:16.036,1788829816.036,SpO2,81702,1,0,82.36,54.2,0.07,0.9784,54.2,40.8,Still,,,A5 01 01 00 26 3F 01 00 2C 20 1E 02 07 00 38 26 1E 02 98 01
2026-09-08 09:10:16.845,1788829816.846,SpO2,81777,1,0,82.35,57.3,0.05,0.9786,57.3,42.9,Still,,,A5 01 01 00 71 3F 01 00 2B 20 3D 02 05 00 3A 26 3D 02 AD 01
2026-09-08 09:10:17.956,1788829817.956,SpO2,81852,1,0,82.33,61.2,0.04,0.9791,61.2,40.9,Still,,,A5 01 01 00 BC 3F 01 00 29 20 64 02 04 00 3F 26 64 02 99 01
2026-09-08 09:10:18.736,1788829818.736,SpO2,81927,1,0,81.91,50.9,0.04,0.9877,50.9,46.0,Still,,,A5 01 01 00 07 40 01 00 FF 1F FD 01 04 00 95 26 FD 01 CC 01
2026-09-08 09:10:19.876,1788829819.876,SpO2,82002,1,0,82.68,50.6,0.05,0.9719,50.6,59.7,Still,,,A5 01 01 00 52 40 01 00 4C 20 FA 01 05 00 F7 25 FA 01 55 02
2026-09-08 09:10:20.655,1788829820.656,SpO2,82077,1,0,88.27,59.0,0.05,0.8492,59.0,0.0,Still,,,A5 01 01 00 9D 40 01 00 7B 22 4E 02 05 00 2C 21 4E 02 00 00
2026-09-08 09:10:21.826,1788829821.827,SpO2,82152,1,0,95.94,68.2,0.05,0.6398,68.2,36.4,Still,,,A5 01 01 00 E8 40 01 00 7A 25 AA 02 05 00 FE 18 AA 02 6C 01
2026-09-08 09:10:22.967,1788829822.967,SpO2,82227,1,0,96.49,76.5,0.04,0.6223,76.5,40.9,Still,,,A5 01 01 00 33 41 01 00 B1 25 FD 02 04 00 4F 18 FD 02 99 01
2026-09-08 09:10:23.746,1788829823.747,SpO2,82302,1,0,95.84,78.5,0.04,0.6430,78.5,43.4,Still,,,A5 01 01 00 7E 41 01 00 70 25 11 03 04 00 1E 19 11 03 B2 01
2026-09-08 09:10:24.916,1788829824.916,SpO2,82377,1,0,98.57,87.2,0.04,0.5527,87.2,48.4,Still,,,A5 01 01 00 C9 41 01 00 81 26 68 03 04 00 97 15 68 03 E4 01
2026-09-08 09:10:25.666,1788829825.666,SpO2,82452,1,0,100.00,81.4,0.04,0.4161,81.4,46.4,Still,,,A5 01 01 00 14 42 01 00 10 27 2E 03 04 00 41 10 2E 03 D0 01
2026-09-08 09:10:26.837,1788829826.837,SpO2,82527,1,0,100.00,86.6,0.04,0.3206,86.6,105.3,Still,,,A5 01 01 00 5F 42 01 00 10 27 62 03 04 00 86 0C 62 03 1D 04
2026-09-08 09:10:28.006,1788829828.006,SpO2,82602,1,0,100.00,88.3,0.04,0.4449,88.3,105.0,Still,,,A5 01 01 00 AA 42 01 00 10 27 73 03 04 00 61 11 73 03 1A 04
2026-09-08 09:10:28.756,1788829828.756,SpO2,82677,1,0,100.00,93.3,0.04,0.5008,93.3,104.9,Still,,,A5 01 01 00 F5 42 01 00 10 27 A5 03 04 00 90 13 A5 03 19 04
2026-09-08 09:10:29.956,1788829829.956,SpO2,82752,1,0,100.00,88.7,0.04,0.4183,88.7,105.7,Still,,,A5 01 01 00 40 43 01 00 10 27 77 03 04 00 57 10 77 03 21 04
2026-09-08 09:10:30.706,1788829830.707,SpO2,82827,1,0,100.00,98.9,0.04,0.4935,98.9,60.2,Still,,,A5 01 01 00 8B 43 01 00 10 27 DD 03 04 00 47 13 DD 03 5A 02
2026-09-08 09:10:31.877,1788829831.877,SpO2,82902,1,0,100.00,82.4,0.04,0.4509,82.4,64.1,Still,,,A5 01 01 00 D6 43 01 00 10 27 38 03 04 00 9D 11 38 03 81 02
2026-09-08 09:10:33.016,1788829833.017,SpO2,82977,1,0,97.46,69.6,0.04,0.5907,69.6,65.3,Still,,,A5 01 01 00 21 44 01 00 12 26 B8 02 04 00 13 17 B8 02 8D 02
2026-09-08 09:10:33.795,1788829833.796,SpO2,83052,1,0,91.82,92.1,0.04,0.7589,92.1,64.7,Still,,,A5 01 01 00 6C 44 01 00 DE 23 99 03 04 00 A5 1D 99 03 87 02
2026-09-08 09:10:34.935,1788829834.936,SpO2,83127,1,0,91.28,72.4,0.05,0.7729,72.4,64.1,Still,,,A5 01 01 00 B7 44 01 00 A8 23 D4 02 05 00 31 1E D4 02 81 02
2026-09-08 09:10:35.716,1788829835.716,SpO2,83202,1,0,91.28,72.4,0.06,0.7729,72.4,63.3,Still,,,A5 01 01 00 02 45 01 00 A8 23 D4 02 06 00 31 1E D4 02 79 02
2026-09-08 09:10:36.915,1788829836.916,SpO2,83277,1,0,85.42,67.8,0.06,0.9141,67.8,61.3,Still,,,A5 01 01 00 4D 45 01 00 5E 21 A6 02 06 00 B5 23 A6 02 65 02
2026-09-08 09:10:37.636,1788829837.636,SpO2,83352,1,0,82.43,64.2,0.07,0.9770,64.2,59.0,Still,,,A5 01 01 00 98 45 01 00 33 20 82 02 07 00 2A 26 82 02 4E 02
2026-09-08 09:10:37.696,1788829837.696,Battery,83352,1,,,,,,,,,51,3694,A5 02 01 33 6E 0E 98 45 01 00 00 73 00 00 00 00 62 01 00 00
2026-09-08 09:10:38.805,1788829838.806,SpO2,83427,1,0,81.20,51.2,0.07,1.0016,51.2,56.9,Still,,,A5 01 01 00 E3 45 01 00 B8 1F 00 02 07 00 20 27 00 02 39 02
2026-09-08 09:10:39.975,1788829839.976,SpO2,83502,1,0,82.39,62.9,0.06,0.9778,62.9,36.4,Still,,,A5 01 01 00 2E 46 01 00 2F 20 75 02 06 00 32 26 75 02 6C 01
2026-09-08 09:10:40.726,1788829840.727,SpO2,83577,1,0,81.15,63.5,0.05,1.0026,63.5,35.2,Still,,,A5 01 01 00 79 46 01 00 B3 1F 7B 02 05 00 2A 27 7B 02 60 01
2026-09-08 09:10:41.896,1788829841.896,SpO2,83652,1,0,81.30,67.8,0.04,0.9998,67.8,34.8,Still,,,A5 01 01 00 C4 46 01 00 C2 1F A6 02 04 00 0E 27 A6 02 5C 01
2026-09-08 09:10:42.676,1788829842.676,SpO2,83727,1,0,81.52,64.9,0.03,0.9954,64.9,33.5,Still,,,A5 01 01 00 0F 47 01 00 D8 1F 89 02 03 00 E2 26 89 02 4F 01
2026-09-08 09:10:43.815,1788829843.816,SpO2,83802,1,0,82.37,56.5,0.03,0.9783,56.5,31.9,Still,,,A5 01 01 00 5A 47 01 00 2D 20 35 02 03 00 37 26 35 02 3F 01
2026-09-08 09:10:44.986,1788829844.986,SpO2,83877,1,0,81.63,71.9,0.03,0.9931,71.9,33.0,Still,,,A5 01 01 00 A5 47 01 00 E3 1F CF 02 03 00 CB 26 CF 02 4A 01
2026-09-08 09:10:45.766,1788829845.766,SpO2,83952,1,0,82.62,79.0,0.05,0.9731,79.0,60.6,Still,,,A5 01 01 00 F0 47 01 00 46 20 16 03 05 00 03 26 16 03 5E 02
2026-09-08 09:10:46.936,1788829846.936,SpO2,84027,1,0,80.68,83.4,0.05,1.0113,83.4,59.5,Still,,,A5 01 01 00 3B 48 01 00 84 1F 42 03 05 00 81 27 42 03 53 02
2026-09-08 09:10:47.686,1788829847.686,SpO2,84102,1,0,80.58,90.9,0.05,1.0131,90.9,57.3,Still,,,A5 01 01 00 86 48 01 00 7A 1F 8D 03 05 00 93 27 8D 03 3D 02
2026-09-08 09:10:48.886,1788829848.886,SpO2,84177,1,0,80.38,92.5,0.06,1.0167,92.5,54.9,Still,,,A5 01 01 00 D1 48 01 00 66 1F 9D 03 06 00 B7 27 9D 03 25 02
2026-09-08 09:10:49.636,1788829849.637,SpO2,84252,1,0,80.39,85.7,0.06,1.0164,85.7,52.8,Still,,,A5 01 01 00 1C 49 01 00 67 1F 59 03 06 00 B4 27 59 03 10 02
2026-09-08 09:10:50.776,1788829850.776,SpO2,84327,1,0,80.24,88.8,0.06,1.0190,88.8,54.9,Still,,,A5 01 01 00 67 49 01 00 58 1F 78 03 06 00 CE 27 78 03 25 02
2026-09-08 09:10:51.916,1788829851.916,SpO2,84402,1,0,81.18,78.2,0.06,1.0021,78.2,27.6,Still,,,A5 01 01 00 B2 49 01 00 B6 1F 0E 03 06 00 25 27 0E 03 14 01
2026-09-08 09:10:52.695,1788829852.696,SpO2,84477,1,0,81.44,76.7,0.06,0.9969,76.7,31.2,Still,,,A5 01 01 00 FD 49 01 00 D0 1F FF 02 06 00 F1 26 FF 02 38 01
2026-09-08 09:10:53.866,1788829853.866,SpO2,84552,1,0,84.96,74.6,0.06,0.9237,74.6,33.6,Still,,,A5 01 01 00 48 4A 01 00 30 21 EA 02 06 00 15 24 EA 02 50 01
2026-09-08 09:10:54.645,1788829854.646,SpO2,84627,1,0,85.85,69.1,0.05,0.9053,69.1,34.7,Still,,,A5 01 01 00 93 4A 01 00 89 21 B3 02 05 00 5D 23 B3 02 5B 01
2026-09-08 09:10:55.786,1788829855.786,SpO2,84702,1,0,85.70,67.8,0.05,0.9082,67.8,34.3,Still,,,A5 01 01 00 DE 4A 01 00 7A 21 A6 02 05 00 7A 23 A6 02 57 01
2026-09-08 09:10:56.986,1788829856.986,SpO2,84777,1,0,85.16,63.5,0.04,0.9195,63.5,0.0,Still,,,A5 01 01 00 29 4B 01 00 44 21 7B 02 04 00 EB 23 7B 02 00 00
2026-09-08 09:10:57.706,1788829857.707,SpO2,84852,1,0,81.74,57.0,0.04,0.9910,57.0,58.5,Still,,,A5 01 01 00 74 4B 01 00 EE 1F 3A 02 04 00 B6 26 3A 02 49 02
2026-09-08 09:10:58.876,1788829858.876,SpO2,84927,1,0,84.82,59.7,0.04,0.9271,59.7,155.8,Still,,,A5 01 01 00 BF 4B 01 00 22 21 55 02 04 00 37 24 55 02 16 06
2026-09-08 09:10:59.657,1788829859.657,SpO2,85002,1,0,85.05,57.3,0.04,0.9216,57.3,23.9,Still,,,A5 01 01 00 0A 4C 01 00 39 21 3D 02 04 00 00 24 3D 02 EF 00
2026-09-08 09:11:00.795,1788829860.796,SpO2,85077,1,0,80.76,52.3,0.06,1.0099,52.3,29.9,Still,,,A5 01 01 00 55 4C 01 00 8C 1F 0B 02 06 00 73 27 0B 02 2B 01
2026-09-08 09:11:01.965,1788829861.966,SpO2,85152,1,0,80.70,47.8,0.07,1.0109,47.8,36.2,Still,,,A5 01 01 00 A0 4C 01 00 86 1F DE 01 07 00 7D 27 DE 01 6A 01
2026-09-08 09:11:02.746,1788829862.747,SpO2,85227,1,0,80.70,47.8,0.07,1.0109,47.8,40.3,Still,,,A5 01 01 00 EB 4C 01 00 86 1F DE 01 07 00 7D 27 DE 01 93 01
2026-09-08 09:11:03.916,1788829863.916,SpO2,85302,1,0,80.71,45.7,0.07,1.0108,45.7,39.1,Still,,,A5 01 01 00 36 4D 01 00 87 1F C9 01 07 00 7C 27 C9 01 87 01
2026-09-08 09:11:04.666,1788829864.666,SpO2,85377,1,0,81.26,44.1,0.08,1.0005,44.1,38.8,Still,,,A5 01 01 00 81 4D 01 00 BE 1F B9 01 08 00 15 27 B9 01 84 01
